x1,x2
-0.5510876155643504,-0.8963560724531845
0.8920045950015177,1.6408512456292321
0.21860568226080412,-0.8422021663649518
-1.068407214511363,1.7597229748229675
-0.5514799103281651,0.05091208153148536
1.8114695129408878,2.164368328138462
2.809052833012743,3.6146141382900274
1.5502244789861723,2.0976166458236505
-0.1884006836510151,1.4062354953228071
-2.5592151253923068,-5.519025439297759
-0.10523844126425558,-1.067787748978208
-0.058387655636430315,-1.7364907771412053
-0.339169053970687,-1.2329072531481877
-0.22629258043794054,-0.9026102626865078
0.11419146487005596,0.5612131588864676
1.0761088167526056,0.3380668781554708
-0.5292770438040207,-1.2022895229747208
-0.5339074323068812,-1.5409432760081812
-3.7619821316984337,-3.59252661672763
-0.2996030382093971,-0.29334957436996467
0.27882218702168016,-0.6764295593581905
-1.390952137417512,-3.1771862243609124
1.4847367757891747,2.6932050064518878
-0.9626945705657017,-1.0286610794623043
-0.10209049802277421,0.0018747265962705385
0.8825920321545324,0.05885953312617292
0.43947427243070963,0.04788969102521581
0.6929100420359111,1.4628202536011248
0.6653098857532801,0.11235822099033418
0.6428450522600999,-2.4762909634559036
-0.8575043066237499,0.5725178262463294
-0.3711554687063327,-1.1555802267801951
-0.10015899593450323,-1.636725819946468
-0.35669795998034887,-0.7491196519853851
-0.34354374083341827,-0.4516264564459272
0.16239099806904614,-0.9925011851066745
1.2812090666217288,1.30202633863527
0.023239159473342395,0.5878317704871974
-0.9657295375121248,-1.621064961373875
1.1732057193967604,2.018644182404898
0.9741314466997752,0.048851651440112026
-1.0993007731073596,-4.258458275126819
3.022404951563325,4.12041439696607
-0.805596535558459,-1.9506466756253868
-0.06736339819698278,0.1797563757057801
-0.31487888894025545,0.4868055755245649
-1.0581012794461748,-1.2234925032927788
0.684240131485664,-0.8570596909188347
0.8908212673639915,1.264304615447402
0.23331576053441896,-0.16457379834829156
-0.17307737409721027,0.2761398329434278
-1.6600900633205762,-4.100990688489948
1.4505017640067135,3.2968391685346843
0.5023991765403919,1.9916528533549014
-0.5760031469915143,-1.6594241762654416
-0.6521479824895978,-0.5444962571120162
-0.6836175392491389,-1.7013693416959084
1.249122988092844,1.6420321589890416
-0.5497097660753332,0.2943473612658908
-0.05906904178629539,-0.4305215963126428
0.10027627807400605,1.6532359973179693
-0.06487336938879806,-0.03165422448845334
-0.73920076191241,-0.06925166307409768
-0.6619578031013029,-1.0427564231760191
-0.15146510481729372,1.1093810869640617
0.8152062136193561,1.4256525941162326
-0.49859783278101494,0.5336197134992829
1.6845587677751968,0.6285751803986349
-1.8561952327361773,-5.468908634201686
-0.04376819834484733,1.5801898145408233
-0.257056405116587,-0.7825025730031268
-0.8876358361805116,-5.996279330968373
0.8697368854790232,0.7352852936670025
-1.6968162655076815,-1.8135276587204174
-0.22420045745434997,-0.49918675534186985
0.8158923346816185,2.1054084745538564
-0.8598962330552039,-1.870030928993065
-0.7923942023582241,-2.1411275540829355
0.01138672096351981,0.8553259509731964
-1.1928638631600983,1.7514418623423158
-0.5513935844525144,-0.09470738402431798
-0.5154513964764931,-0.552126724392973
0.2721364003193186,-0.039767116911448984
0.5975481834816815,2.286235263234799
0.022250034379203355,-0.02599599480096115
0.3791855237747879,-0.35110819643913155
0.10419040906697397,0.9091345348672324
-0.37571881402209595,-0.23672596188074507
