Date,SPY,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,GOOG,BRK-B,META,UNH,XOM,LLY,JPM,JNJ,V,PG,MA,AVGO,HD,CVX,MRK,ABBV,COST,PEP,ADBE,WMT,KO,CSCO,CRM,MCD,ACN,BAC,TMO,CMCSA,PFE,LIN,ORCL,ABT,NFLX,DHR,AMD,WFC,DIS,PM,TXN,INTC,AMGN,COP,INTU,VZ,CAT,NEE,IBM,UNP,HON,BMY,LOW,GE,SPGI,QCOM,AMAT,BA,UPS,NKE,NOW,T,GS,BKNG,MS,MDT,SBUX,ELV,PLD,RTX,DE,TJX,ISRG,ADP,MMC,MDLZ,SYK,BLK,GILD,LMT,CVS,VRTX,AXP,REGN,CB,ADI,CI,ETN,SLB,PGR,SCHW,LRCX,ZTS,C,BSX,AMT
2022-09-02,-0.01060037359870563,-0.013704574898052043,-0.016807133694329245,-0.0024282156416409219,-0.021027477448635777,-0.017372559115043179,-0.025395570034944456,-0.017060149882350002,-0.016997302439790259,-0.030953059861750828,-0.014706886012526775,0.018157250720299733,-0.0255559670117224,-0.0070107342071923564,-0.015849976544614626,-0.0119130378716477,-0.017919349435057408,-0.0083049468307965502,0.016548933266741873,-0.0050232404485855984,0.014742288043300784,-0.01061281703080489,-0.015797705084895444,-0.019194032456129544,-0.01275080231974806,-0.0064710690692520523,-0.011066390462820085,-0.013804485807906589,-0.01557664884482911,0.0010416184750062221,-0.0076715205847719403,-0.016479124358709022,-0.0011958302498516805,-0.013159337260803868,-0.031381758373751879,-0.020145892683734363,-0.0051360927626148863,-0.0082678552349223708,-0.022572603287411095,-0.017231565469948109,-0.016345422601819089,-0.025713466874360259,-0.0073494597513144915,-0.011889489037322185,-0.020418552286886039,-0.019201012345033214,-0.017148758866046956,-0.012831521933916068,0.025071342973962164,-0.012867454372814972,-0.012273044479290958,-0.0088640949430694189,-0.013421379374332552,-0.014527337091893914,-0.0094222669436590557,-0.020338663621283296,-0.0069716947750372692,-0.0012779329676718917,-0.0089341469008886662,-0.012407149763207594,-0.011145685237391664,-0.0062277714380588748,-0.012046740775133203,-0.0028523471598717234,-0.0041994754081062843,0.0091323000812778884,-0.017873087503603748,-0.0060753566336813379,-0.007912406716078178,0.0026655144209706671,-0.015137226545226597,-0.029228642282401972,-0.016829013699153902,-0.019579124791714097,-0.0050109552611714275,-0.0042699039817274487,-0.0050251991842460587,-0.011908984545125425,-0.030883480996370255,-0.014248649638001841,-0.020212624609341447,-0.014228771255286583,-0.010265208747134028,-0.017551069909022204,-0.0096055912903727919,-0.0049154434160523916,-0.032073341819396951,-0.0087737863011081319,-0.033882623166888358,-0.0065792142448110515,-0.01376479774608585,-0.0011811612632065956,-0.010649776645140704,0.032571023717635407,-0.010483176880091344,-0.019429039386065959,-0.0042447989773610551,-0.015361253243915237,0.0018444823250923766,-0.012273103869652481,-0.026708132435679512
2022-09-06,-0.0037803607577681399,-0.008249023491623925,-0.011034582210908146,-0.011040258683126464,-0.013425968518419037,-0.0096898179141254592,0.015460425709335437,-0.011102972898687311,-0.0038971542214374507,-0.01116497830305997,0.0025724739324978381,-0.0067177299808688917,0.018055356937493595,0.00026377287433044058,0.0026998766649124232,0.0044400258896277389,-0.011217725327221992,0.0047012113415070781,-0.004046344874211477,-0.0081178689803088379,-0.0046352605131693972,0.0022009214307801743,0.0095666583018280231,-0.00040439725863473236,-0.0067615113242426401,0.00043444951894101977,-0.004974695909688809,0.00049046088860061102,-0.0026947057003320575,-0.012900876220641891,-0.00047160791206771218,-0.0021496669034313902,-0.011129604966784534,0.0029394721455799412,-0.028937998538353653,0.0013121101501511485,-0.0027764985890740674,-0.011447145872082516,0.0020466665164287378,-0.034739160248397946,0.011293693935577808,-0.019124853281205573,-0.011593001478254534,-0.010032178089661789,-0.0045591087741891729,0.00061343326724004848,-0.027932969670904372,-0.00061899659532634434,-0.014893545248216157,-0.0030995426512015894,-0.0048544708922925858,-0.00094045891847738478,0.026207430490721665,-0.0084083329833866786,0.017879685074256038,-0.0069263603880166296,0.00058282706273791855,-0.013128482397594968,-0.0037346778261663173,0.026008596053081579,-0.014187967424084465,-0.010466710643139848,0.0037473630438055092,-0.00045917718142485638,-0.0055953227331145385,-0.0093413450632930297,-0.023544248087096965,-0.015168200787358145,-0.012626268516973672,-0.014808138925052476,-0.011534207256855597,0.018870714903284652,-0.010406848764528341,0.015548437760185609,-0.0049211805576008663,-0.0032076109538816239,-0.0099676616629868365,-0.0067492681586978813,-0.0014266765771041234,0.0080784955097228106,-0.012093223470385625,-0.0050677842686657325,0.012853602658760822,-0.00676054226599256,-0.0018891804030826775,-0.0071655842383658601,-0.0066403299702996795,-0.0079760247017938608,-0.011519409889360559,-0.0023604361798778683,-0.0026949598763662632,-0.0046517139730971897,0.0084133577597503909,-0.014218646397448886,0.00057160410113430012,0.0018464599019541977,-0.0080515759671612765,-0.00089217489287481654,-0.012775837432664972,-0.0027204417895546414,0.01318748060749203
2022-09-07,0.017805542459928141,0.009211326992110273,0.018931143292626726,0.026371848267872765,0.01862051034102204,0.02441626018232999,0.033257557247338643,0.027529724595812585,0.015960789156158686,0.011601459858370156,0.0076970084957562364,-0.0085673460654546538,0.015459105655293169,0.018812656414799303,0.0054393205417264433,0.0089209671244244865,0.015001626292492605,0.013911636057140261,0.013814103976746872,0.027019890307243801,-0.012875415131528359,0.0051936289337380223,0.0081073300938703536,0.020486354784189791,0.021823781087469695,0.030536350778232368,0.025366856015490526,0.018301590589396632,0.012292035830835551,0.01022958428675514,0.015717612419513385,0.011574553129571643,0.015308539588632084,0.011979445740641791,0.0068845049562189795,0.0080531396511325549,0.031596244504831332,0.0088997012921290461,0.019189665336407181,0.047264895683449569,0.018147516844913981,0.011242460214472829,0.022141021679333139,0.023342526963659151,0.0054050628744842797,0.016539348059093406,0.009506718964453157,0.010554167371956519,-0.017364230468166188,0.038714529021111457,-0.00048655842059543841,0.0011064561322833579,0.03232080063013295,0.0077821671695928515,0.0035465808309791177,0.018629248017795478,0.0016010701898129228,0.0423133425967177,0.019487363590006,0.018714491308375308,0.015121617832768622,0.018109609357766201,0.023092406077218228,0.001682494799524005,0.031177869913001768,0.031307229532681356,0.004753354504232297,0.01238885874345696,0.031244901164883234,0.0201182333890076,0.010501519626414843,0.04386510231963426,0.01667354653175368,0.022602046902862678,0.0033215949830513129,0.013425204670929012,0.045840377011522569,0.041490047141471108,0.014921332672839042,0.024395127127749199,0.023390996148080323,0.04097798664278221,0.018849987698006634,0.021845239861616482,0.005633016818575606,0.019558197562951442,0.018665632035494421,0.024265613507013457,0.038401573455874569,0.016922569737242193,0.016526085285220645,0.016514899569180303,0.020091331401426289,-0.0080623086358613365,0.037812941162924295,0.018558161355509684,0.01220383265824714,0.02244458124587877,0.0084668271347690359,0.026635660722680837,0.020714090379221926
2022-09-08,0.0065150667558471634,-0.0096643693432749908,0.0016647710584221987,0.0026225313608934661,0.019925719115213389,-0.0098242541015114114,0.019408588103552549,-0.0096408658977866768,0.0081505358524075564,0.010358281576987195,0.011113521014224359,0.0081460089008777523,0.012438256045475792,0.023028621939630903,0.0080132133423682344,0.0014458615993012305,0.0013064756315692005,0.0044027097757049589,0.013372092309718118,0.0081357363221917275,0.0054009564952209764,0.0063114217852546072,0.012964343314829234,-0.00098217586996498683,-0.0033533684068026278,0.010244417802659028,0.0050702600050134385,-0.0030539807918240095,0.0077441370749042216,0.023342313799526348,0.0064031467254040356,0.0041759434369783837,0.031665115427575212,0.026542424645121764,-0.01759235417609047,0.02038486047182601,-0.0067398838220335102,0.0021456025117940676,0.021636288790167085,-0.0066608702448938606,0.037594756897793076,0.039046748578650918,0.031213845915550743,-0.0031997182539013048,0.010618889834986866,0.01549863329316125,0.0032573639530065874,0.0026926048633048767,0.014506361442572909,0.0085779592372408359,0.0058252034825990199,0.012582317040916334,0.00033232365017219254,0.0059333518183058032,0.006752017116324175,-0.0067388994509088185,0.0089764206716266594,0.015184731909679387,0.0025789389207631066,0.0096634296998069427,0.0019421570366492805,0.01992198604219823,0.011729566867938827,-0.0008153523323713533,0.002301884366572424,0.014772340305869476,-0.0059453272399639344,0.014476006262169735,0.017769601235350638,0.018026647435202912,0.008914391679518574,0.01293821610488308,0.011530514080216213,0.010057547075553397,-0.01022944318988791,0.0069170527168014176,0.0095231744772171223,0.018372437629511393,0.0052214416856412585,0.0042793237420102664,-0.0076816781789818605,0.042046465535173785,0.025913868647670868,0.0047732369428449602,-0.0011670061962641709,0.015571489181763902,0.015869708787690878,0.0083070983791269197,0.17266525163004723,0.0073563393122566632,0.0094442183594640218,0.0024453332872478718,0.013848715862839728,0.029511504843851049,0.015755714631074957,0.018903570248516303,0.016438239252336794,-0.011979134504547077,0.025780421949784922,0.029462763067547516,0.0083274914359513629
2022-09-09,0.015415783832602723,0.018664451530667894,0.02271688992206071,0.026228246079757479,0.027982244359543683,0.02072854211448576,0.035389243120969804,0.02133897453792219,0.0085396771503556991,0.042819235063770875,-0.002894647551321823,0.016613879969819348,0.0069490122457529615,0.0047945782542989463,0.0019329267513722426,0.022124076592067766,0.015118147854924793,0.017359910366550831,0.020245663457451258,-0.00043365042189471317,0.025450783921767264,-0.00091554959201507334,0.0063842666400481963,0.014000335593264511,0.0031801815490504707,0.028650085732008841,0.0030009658205599719,0.003214400686117619,0.0087778085701336276,0.035623048507636181,-0.0021555347881064379,0.008954212543458781,0.0083344874420162533,0.0050002448306490964,0.030374883758410211,0.016013802973640225,0.010929428197470777,0.016738053649006789,0.013830475317147577,0.026595371882714835,0.0080205936162630002,0.031744900212975193,0.0022087158499582123,0.025055136620366136,0.014947219930266062,0.013740420037245274,0.022826878853142822,0.0090847411961271635,0.033141175655769337,0.024723720703031037,0.022021048908794871,0.034030717077100842,-0.0041071154858800607,0.0055887200543762528,0.0066635314513521131,0.020395273832158927,0.011179707587688393,0.0061946339627804783,0.0036533185962085877,0.0064090913453365159,0.024531677439787191,0.028588484401702564,-0.0017125309603454365,0.012968004739752761,0.020392187573945026,0.041839313136762209,0.015384973174150645,0.01397558110727464,0.038599617257870089,0.011467266028693801,0.020719123301239456,-0.0086443881771962744,0.0086474597485581371,0.013357364897132896,0.016953565890960521,0.010179255965463369,0.0022542273886588617,0.029995405884176485,0.0097072248875492706,0.0029426185743809761,0.0062153132559389897,0.043179849045256437,0.0051032811802187604,0.002761163797426499,0.004469929348937576,-0.0010762421715655311,0.010738341473886786,0.031545113992258449,0.021589388645902197,-0.00056398921842331783,0.013385305103574278,0.0073000023715648595,0.017096743114203054,0.03804119647955994,-0.0041876535232295937,0.018687182972728832,0.026115569749932486,0.036063261307617354,0.015312895991194784,0.0053707077226710148,-0.00030584610364910311
2022-09-12,0.010690307719179058,0.037785141151693867,0.0082468950399041379,0.02358104956237982,0.0081683708481322184,0.0018960684399748793,0.015693154218149024,0.00080486478027193427,0.009542529069097621,-0.0011238178074217747,0.013092410581463815,0.011436998275348283,-0.0078368006866835847,0.011762450783440109,-0.00042258680398226458,0.0069446197112281718,0.0081122403605129144,0.007623060588180585,0.01266832106964234,-0.0074667055460550212,0.015691749882434151,0.0093448221005457601,0.0057816556333108249,0.0054642616051520055,0.0039179034569823386,0.0039942061645289097,0.0089483483328682938,0.0028841462134616231,0.013670614963737025,0.0185247451461261,0.0032698752457337617,0.016080618557060101,0.00940039344377952,0.017047345941210278,0.0073114681559957101,-0.0016737182882932537,0.025726265283887228,0.015295225016581626,0.007439096019655699,0.01259319753473127,0.010583645484327667,-0.0095244181581043315,0.0044022400038362759,0.010450490283555132,0.0061629561109793748,-0.00093765329997737301,0.0031736295828776184,-0.041505154661682399,0.021382703212537546,0.011795994196407769,0.012235296820746753,0.015240124870973169,0.010071374911623965,0.011314408462865497,0.009784676316954271,0.0017721870639709843,0.030875314978228739,0.0036403122991640799,0.017140211158101017,0.0056145447994249793,0.0071684055571701539,-0.0021784260223983425,0.0075891901124952831,0.0074213031448751273,0.012626004338253911,0.013230410984572552,0.020343492905272605,0.0072654614539477682,0.016168147811428696,0.0076833395227151073,0.025635425229593445,0.0042753780436958592,0.00012152862851564677,0.00438733877947601,-0.002729706814351284,0.0047703171132705497,0.005389239013430803,0.003157836262576067,-0.0014336910900012386,0.0037708201622773455,0.0092509678907470375,0.0079250428239584884,0.0019392932800844135,0.040969238777040784,-0.0068794753335498912,0.008674945886937591,0.0046791390187975596,0.024994149921665786,-0.018926626634338677,0.010102632451058784,0.0094891354284717521,0.0044634722490969258,0.012955280575027761,0.012531447074838163,0.0032586308308243852,0.0050849047789870844,-0.0077498515381238661,0.012339248567585724,0.0039393429906303228,0.012037182656293869,0.013291038514825777
2022-09-13,-0.044456225061498079,-0.060471689763525474,-0.056547422762353465,-0.073189466896386252,-0.099517661923275533,-0.060805054833701827,-0.041209443766832089,-0.060429147274722921,-0.036066014273719832,-0.098374775468709069,-0.033087245163023367,-0.023635434305087223,-0.028118233844288517,-0.035366870459413162,-0.026364756323956295,-0.034263752765092317,-0.020911920707721625,-0.039109600947982638,-0.049220349498600449,-0.068179625873082725,-0.019198549838876072,-0.021555658914041324,-0.02642895009176317,-0.055681221370428004,-0.038034484177605278,-0.073180651024113419,-0.020857684129994017,-0.033019140239466289,-0.05061293267191911,-0.046528632985740663,-0.023471019145891548,-0.047652845684547356,-0.036672184966716752,-0.034015392824500536,-0.064519788289834457,-0.033425148027727052,-0.030790944052607433,-0.013584201449498536,-0.03207651369964315,-0.080983807301532817,-0.04078516133843809,-0.094212012912325144,-0.052068049872434477,-0.040592879517885011,-0.037984669615893682,-0.047603722661883285,-0.074644267301027814,-0.046339736814433513,-0.018172606193207392,-0.058930944302956499,-0.023903453439179267,-0.042957371249846041,-0.021707295439380436,-0.026444933959128659,-0.034187408348016854,-0.037403953998745972,-0.018410670942164996,-0.063866863700238766,-0.061321872856137251,-0.041186704899554699,-0.062595476937559472,-0.063334649857851616,-0.074602453586929671,-0.037980514523778978,-0.061091941293108923,-0.051504385658862943,-0.032157181773646716,-0.042303370088267699,-0.047043282483648481,-0.034992281461204068,-0.019081690287791431,-0.01390559927922721,-0.026894946011512558,-0.040118093937048273,-0.047583690398010976,-0.029107175707092234,-0.036799139591598071,-0.049015440866972841,-0.037122472784505159,-0.04209475700310418,-0.033177577379524065,-0.026133333347480098,-0.077402133753352587,-0.043730402574467461,-0.022489722006039076,-0.025457314166740488,-0.044629883021060843,-0.044689509888864845,-0.013242564926885136,-0.019376219846324174,-0.048709781975838383,-0.025234980475997558,-0.035161595612352339,-0.042743662222428987,-0.018686289652043386,-0.02664665711710381,-0.057968727610889378,-0.0327518191609198,-0.037453033057406569,-0.029894776767990839,-0.04025790842881484
2022-09-14,0.00380862013887516,0.0095101428244606986,0.00091231321585858458,0.013549198777235682,-0.00022838898141673349,0.0064972519791807043,0.035245872377254198,0.0053035922909705361,0.00046704387284453324,-0.010899674338209505,-0.008185928015754065,0.024249851136596789,0.010160872224295563,-0.0023223735180839659,0.020430831609180827,-0.0013028947553770842,0.002385453746657685,0.001259018409011276,0.013998710752840504,-0.0057370558360289045,0.023925786105181732,0.015764790320675896,0.0073361038699413248,-0.0045173874735099139,0.0075575688136636327,0.0084604685792291096,-0.0022211502467576237,0.0052778786533297798,-0.0034063882351191821,0.013694497362772437,0.0054504476561024117,-0.010677686603039315,-0.0038308849492922664,-0.0024872124563774683,0.029738797524327332,-0.00086631361755553629,0.0034607442057006978,-0.052928153530698685,-0.0005671014802034963,0.027090362135420754,-0.00017749792079757741,0.005437584745289957,0.0013872071225482928,0.0065994888002783208,-0.0034093373598782402,0.015919419598208716,-0.0037627076734167261,0.0055386886529864773,0.046782904845923533,0.01738763541107238,-0.011321475167972828,0.0018430032297558426,0.00022502491454562493,0.0034519002387528334,-0.037551623786612739,-0.027457401654562532,-0.0080557485418543025,-0.0064244719970795294,-0.011500106393408149,-0.015120258608351865,0.020598054138954925,0.0027619931956737532,0.013150521954611633,-0.0091226310743678009,0.012034788693247736,0.011232459042299262,-0.0035712843057765075,-0.0034468406734371525,0.023960919450265277,0.0014922076272707871,0.003316004985634345,0.053851474470555952,-0.021985427119152846,-0.026166146373782763,0.03150984373780949,-0.0066279897086249512,-0.0031026994117230337,-0.0029371142924155169,-0.0024705602007755534,-0.010523209817006314,0.0059940019797718996,0.0015043999898084243,-0.0020643938080368461,0.012504986404963388,0.017676817668601644,0.0059555116146395252,0.014818130543001779,0.0060966392937228647,-0.0053895670493153067,0.0003105503585088908,0.013400447996168087,-0.0095988275631396763,0.0041317232652964778,0.04498269659594227,0.01044160791495103,-0.0027454081180597642,0.0030395509520777038,-0.0047320278555417154,-0.011700799383589184,-0.0026112774481990408,-0.011096949930753488
2022-09-15,-0.011418190343547199,-0.01911149191898848,-0.027493625303592447,-0.017816301278240611,-0.015274514499988193,-0.020105491440609205,0.0037601964886575415,-0.018783037337467608,-0.0061968814913198351,-0.012756787004763957,0.025449702135536743,-0.029508589502310629,-0.00045224030743246216,0.014958155114933747,0.0025473967040658368,-0.020467916870853371,-0.0077551681373745915,-0.027661514138211624,-0.020992180623916112,-0.017522618070117901,-0.016363919997726781,-0.0023026904575824711,0.020989039400462838,-0.0088976653644329169,-0.016738793224086758,-0.18384075232961802,-0.010805235197478261,-0.013680510859731234,-0.01535836224481571,-0.034917532147332127,-0.0088376116755650679,-0.016908812927892175,0.018719294693801496,-0.011080125448595027,-0.013728989181161716,-0.0045608174419256766,-0.012889282379710643,-0.026413420115421599,-0.0068297624022858787,0.049019650304156261,0.00063882945047696621,-0.010252415997351378,0.019675774820440223,-0.015497269198778894,0.0036220404063887807,-0.015796403321019181,-0.011720203407393454,-0.002018454611234823,-0.018434109772907603,-0.034277382003406555,-0.0060746655142958472,-0.011766599582978186,-0.032823565258414879,-0.017379462212505196,0.0018793646456573194,-0.017431827191792849,0.018418545771588662,-0.0070418606747887818,-0.016122388293956874,-0.011744216285323144,-0.020197895319096253,-0.019158555601770752,0.003477825940114559,-0.031708138555388114,-0.014117830145280164,-0.049145431981260458,-0.00059655138626954647,0.013234675824270011,-0.0054075459841053308,0.012312087669305846,0,-0.005191342300501652,0.031862415011484541,-0.040966541400814141,-0.0091856336340659199,-0.0059194769995742661,0.0080470375572039791,-0.0055185868721623951,-0.01620875310585905,-0.012163459090842035,-0.011184487992244103,0.0023403771912566553,-0.01761900650624014,-0.0027654068549240697,-0.0073233786944428541,0.012391884239723728,0.0098162561753753607,-0.0010883477803844564,0.011728181587303417,-0.0014041383188209907,-0.015967016083577083,0.020487040827501971,-0.014004098256820181,-0.01527503076747753,-0.0074471507010685613,-0.0023394027937619663,-0.019924077858910826,-0.0065746373855044343,0.00020644411348502042,0.0030853471362187056,-0.027211461969851088
2022-09-16,-0.0076581935926733928,-0.011020699538401693,-0.0026116261966735144,-0.022017622317357752,0.020592447647549802,-0.0010694765129704309,-0.0013177204873185448,-0.0026020831074800195,-0.0068539876509209228,-0.02203989999630443,-0.0036208802144163214,-0.017230780103156703,-0.0018760166900652292,-0.0067248980315626067,0.015149966710868722,-0.010651769939239631,0.0060932193934026008,-0.0057903250722267999,0.0047076241431975134,0.016182756336287771,-0.026304834241533043,0.011119523642387271,0.010817768162603448,0.0012703230854306398,0.0065494685685004777,-0.031647499016307624,-0.0021001212257130432,0.00016794184470147889,0.00023076547567519112,-0.021353151010908469,0.0056650907330896873,-0.0043180606793071794,-0.011365226283445792,-0.019574979647240243,0.015178390898018026,0.0019571610650767684,0.0016246176629896747,-0.02027828929529444,-0.010140697199059351,0.0199792134905151,-0.017353973866906749,-0.0019586347467239725,-0.0045414425458388313,-0.023012585563096703,0.016034084083651999,0.015796403321019063,0.013774173986217327,0.015170240702120391,-0.021252337150186366,0.0020825590889746188,0.0053477028758681395,-0.016687339919831151,-0.014285967536887873,0.014084656656517798,-0.029558729991481691,0.0027668307018340501,-0.0036287892520402982,0.0040224083292582516,-0.037254907550631121,-0.0028566271512676317,-0.00024021741681419349,-0.00056241964143141318,-0.03734242934900945,-0.045845774787551932,-0.013166944401258696,-0.022639848436395302,-0.0011940441237378015,-0.016448463539096028,-0.041913497126851072,-0.0094485277912018991,-0.0040913007478570696,-0.009916788410320369,-0.010563874431774848,-0.022185495782042403,-0.0048007272761648786,-0.011973011837478686,-0.0033964653056641641,-0.016061879554366609,0.012619990966440335,-0.0035119029807860374,0.012179987626521763,-0.024422554290152818,-0.008895579275734148,0.0091884634868235598,0.0016910730560375674,-0.002446521416392268,0.0070663565570191645,-0.019728354670128335,0.0062846827808444904,-0.015259435867491022,0.0096913588394941588,0.0013441107729825308,-0.020331314693446973,-0.032310601464697546,-0.017462225150055605,-0.0098303287822011295,-0.010259557083525345,-0.011880848537237957,-0.0068358027180462511,-0.011919091953077511,0.0033812050670134941
